Song Title,Artist,Features,Values
Lonesome,Sabrina Carpenter,instrumentalness,8.74e-05
Nonsense,Sabrina Carpenter,instrumentalness,
emails i can’t send,Sabrina Carpenter,instrumentalness,0.0
Vicious,Sabrina Carpenter,instrumentalness,
because i liked a boy,Sabrina Carpenter,instrumentalness,
Already Over,Sabrina Carpenter,instrumentalness,0.0
Can't Blame a Girl for Trying,Sabrina Carpenter,instrumentalness,0.0
Tornado Warnings,Sabrina Carpenter,instrumentalness,0.0
Fast Times,Sabrina Carpenter,instrumentalness,
bet u wanna,Sabrina Carpenter,instrumentalness,0.0
Why,Sabrina Carpenter,instrumentalness,0.0
how many things,Sabrina Carpenter,instrumentalness,
Bad for Business,Sabrina Carpenter,instrumentalness,
Feather,Sabrina Carpenter,instrumentalness,
skinny dipping,Sabrina Carpenter,instrumentalness,
Bad for Business,Sabrina Carpenter,instrumentalness,0.0
decode,Sabrina Carpenter,instrumentalness,
Feather - Sped Up,Sabrina Carpenter,instrumentalness,
decode,Sabrina Carpenter,instrumentalness,0.0
skinny dipping,Sabrina Carpenter,instrumentalness,
Exhale,Sabrina Carpenter,instrumentalness,0.0
Paris,Sabrina Carpenter,instrumentalness,0.0
cindy lou who,Sabrina Carpenter,instrumentalness,1.31e-05
Nonsense - Sped Up Version,Sabrina Carpenter,instrumentalness,0.0
how many things,Sabrina Carpenter,instrumentalness,0.0
Eyes Wide Open,Sabrina Carpenter,instrumentalness,1.22e-06
Honeymoon Fades,Sabrina Carpenter,instrumentalness,5.86e-05
"Let Me Move You - From the Netflix film ""Work It""",Sabrina Carpenter,instrumentalness,0.0191
Almost Love,Sabrina Carpenter,instrumentalness,4.73e-06
On Purpose,Sabrina Carpenter,instrumentalness,0.0
Mona Lisa,Sabrina Carpenter,instrumentalness,0.0
In My Bed,Sabrina Carpenter,instrumentalness,0.0014
A Nonsense Christmas,Sabrina Carpenter,instrumentalness,
I'm Fakin,Sabrina Carpenter,instrumentalness,0.0
"Wildside - From ""Adventures in Babysitting""",Sabrina Carpenter,instrumentalness,0.000138
Vicious,Sabrina Carpenter,instrumentalness,0.0
santa doesn’t know you like i do,Sabrina Carpenter,instrumentalness,0.0
Pushing 20,Sabrina Carpenter,instrumentalness,0.0
Alien,Sabrina Carpenter,instrumentalness,0.0
Smoke and Fire,Sabrina Carpenter,instrumentalness,1.72e-06
We'll Be The Stars,Sabrina Carpenter,instrumentalness,0.0
Diamonds Are Forever,Sabrina Carpenter,instrumentalness,0.0
is it new years yet?,Sabrina Carpenter,instrumentalness,0.0
prfct,Sabrina Carpenter,instrumentalness,0.0
I Can't Stop Me,Sabrina Carpenter,instrumentalness,0.0
Nonsense,Sabrina Carpenter,instrumentalness,
A Nonsense Christmas,Sabrina Carpenter,instrumentalness,0.0
The Middle of Starting Over,Sabrina Carpenter,instrumentalness,0.0
buy me presents,Sabrina Carpenter,instrumentalness,0.0
Shadows,Sabrina Carpenter,instrumentalness,0.0
Run and Hide,Sabrina Carpenter,instrumentalness,0.0
Bad Time,Sabrina Carpenter,instrumentalness,0.0
Too Young,Sabrina Carpenter,instrumentalness,0.0
Feather - Spotify Singles,Sabrina Carpenter,instrumentalness,0.0
Nonsense (with Coi Leray) - Remix,Sabrina Carpenter,instrumentalness,0.0
Fast Times,Sabrina Carpenter,instrumentalness,0.0
Tell Em,Sabrina Carpenter,instrumentalness,0.0
A Dream is a Wish Your Heart Makes/So This is Love,Sabrina Carpenter,instrumentalness,0.0
Feather,Sabrina Carpenter,instrumentalness,0.0
Take Off All Your Cool,Sabrina Carpenter,instrumentalness,0.0
because i liked a boy,Sabrina Carpenter,instrumentalness,0.0
Take You Back,Sabrina Carpenter,instrumentalness,0.0
Hold Tight,Sabrina Carpenter,instrumentalness,0.0
Seamless,Sabrina Carpenter,instrumentalness,0.0
Your Love's Like,Sabrina Carpenter,instrumentalness,1.52e-06
white xmas,Sabrina Carpenter,instrumentalness,0.0
skinny dipping,Sabrina Carpenter,instrumentalness,0.0
Feels Like Loneliness,Sabrina Carpenter,instrumentalness,0.00752
Don't Want It Back,Sabrina Carpenter,instrumentalness,0.0
Two Young Hearts,Sabrina Carpenter,instrumentalness,0.0
All We Have Is Love,Sabrina Carpenter,instrumentalness,1.25e-05
Rescue Me,Sabrina Carpenter,instrumentalness,0.0
Feather - Sped Up,Sabrina Carpenter,instrumentalness,3.36e-06
Best Thing I Got,Sabrina Carpenter,instrumentalness,0.000143
White Flag,Sabrina Carpenter,instrumentalness,0.0
Mirage,Sabrina Carpenter,instrumentalness,0.0182
No Words,Sabrina Carpenter,instrumentalness,5.44e-06
Space,Sabrina Carpenter,instrumentalness,5.02e-05
Darling I'm a Mess,Sabrina Carpenter,instrumentalness,0.0
Right Now,Sabrina Carpenter,instrumentalness,0.0
Nonsense,Sabrina Carpenter,instrumentalness,0.0
Fortnight (feat. Post Malone),Taylor Swift,instrumentalness,
Down Bad,Taylor Swift,instrumentalness,
Fortnight (feat. Post Malone),Taylor Swift,instrumentalness,
I Can Do It With a Broken Heart,Taylor Swift,instrumentalness,
"So Long, London",Taylor Swift,instrumentalness,
But Daddy I Love Him,Taylor Swift,instrumentalness,
Who’s Afraid of Little Old Me?,Taylor Swift,instrumentalness,
The Tortured Poets Department,Taylor Swift,instrumentalness,
My Boy Only Breaks His Favorite Toys,Taylor Swift,instrumentalness,
Guilty as Sin?,Taylor Swift,instrumentalness,
Florida!!! (feat. Florence + The Machine),Taylor Swift,instrumentalness,
The Smallest Man Who Ever Lived,Taylor Swift,instrumentalness,
The Black Dog,Taylor Swift,instrumentalness,
imgonnagetyouback,Taylor Swift,instrumentalness,
Fresh Out The Slammer,Taylor Swift,instrumentalness,
The Alchemy,Taylor Swift,instrumentalness,
So High School,Taylor Swift,instrumentalness,
loml,Taylor Swift,instrumentalness,
Cruel Summer,Taylor Swift,instrumentalness,
thanK you aIMee,Taylor Swift,instrumentalness,
I Can Fix Him (No Really I Can),Taylor Swift,instrumentalness,
The Prophecy,Taylor Swift,instrumentalness,
The Albatross,Taylor Swift,instrumentalness,
Clara Bow,Taylor Swift,instrumentalness,
How Did It End?,Taylor Swift,instrumentalness,
I Hate It Here,Taylor Swift,instrumentalness,
Chloe or Sam or Sophia or Marcus,Taylor Swift,instrumentalness,
I Look in People's Windows,Taylor Swift,instrumentalness,
Down Bad,Taylor Swift,instrumentalness,
Peter,Taylor Swift,instrumentalness,
Cassandra,Taylor Swift,instrumentalness,
The Bolter,Taylor Swift,instrumentalness,
I Can Do It With a Broken Heart,Taylor Swift,instrumentalness,
The Manuscript,Taylor Swift,instrumentalness,
Robin,Taylor Swift,instrumentalness,
The Tortured Poets Department,Taylor Swift,instrumentalness,
"So Long, London",Taylor Swift,instrumentalness,
My Boy Only Breaks His Favorite Toys,Taylor Swift,instrumentalness,
Florida!!! (feat. Florence + The Machine),Taylor Swift,instrumentalness,
But Daddy I Love Him,Taylor Swift,instrumentalness,
Who’s Afraid of Little Old Me?,Taylor Swift,instrumentalness,
Guilty as Sin?,Taylor Swift,instrumentalness,
loml,Taylor Swift,instrumentalness,
The Alchemy,Taylor Swift,instrumentalness,
Fresh Out The Slammer,Taylor Swift,instrumentalness,
The Smallest Man Who Ever Lived,Taylor Swift,instrumentalness,
I Can Fix Him (No Really I Can),Taylor Swift,instrumentalness,
Clara Bow,Taylor Swift,instrumentalness,
Fortnight (feat. Post Malone),Taylor Swift,instrumentalness,
Down Bad,Taylor Swift,instrumentalness,
cardigan,Taylor Swift,instrumentalness,
Karma,Taylor Swift,instrumentalness,
...Ready For It?,Taylor Swift,instrumentalness,
The Man,Taylor Swift,instrumentalness,
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,instrumentalness,
You’re Losing Me (From The Vault),Taylor Swift,instrumentalness,
Look What You Made Me Do,Taylor Swift,instrumentalness,
Delicate,Taylor Swift,instrumentalness,
Getaway Car,Taylor Swift,instrumentalness,
You Need To Calm Down,Taylor Swift,instrumentalness,
Our Song,Taylor Swift,instrumentalness,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,instrumentalness,
Blank Space,Taylor Swift,instrumentalness,
Enchanted (Taylor's Version),Taylor Swift,instrumentalness,
Style (Taylor's Version),Taylor Swift,instrumentalness,
Paper Rings,Taylor Swift,instrumentalness,
Miss Americana & The Heartbreak Prince,Taylor Swift,instrumentalness,
"You're On Your Own, Kid",Taylor Swift,instrumentalness,
Lavender Haze,Taylor Swift,instrumentalness,0.000573
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,instrumentalness,7.62e-05
Bejeweled,Taylor Swift,instrumentalness,5.58e-05
You Belong With Me (Taylor’s Version),Taylor Swift,instrumentalness,0.0
Shake It Off,Taylor Swift,instrumentalness,0.0
illicit affairs,Taylor Swift,instrumentalness,0.0
my tears ricochet,Taylor Swift,instrumentalness,0.0
exile (feat. Bon Iver),Taylor Swift,instrumentalness,5.62e-05
champagne problems,Taylor Swift,instrumentalness,0.0
Midnight Rain,Taylor Swift,instrumentalness,5.17e-05
I Did Something Bad,Taylor Swift,instrumentalness,2.11e-05
The Archer,Taylor Swift,instrumentalness,0.00569
Blank Space (Taylor's Version),Taylor Swift,instrumentalness,0.0
Wildest Dreams (Taylor's Version),Taylor Swift,instrumentalness,
willow,Taylor Swift,instrumentalness,0.00179
the 1,Taylor Swift,instrumentalness,7.28e-06
right where you left me - bonus track,Taylor Swift,instrumentalness,0.000106
Style,Taylor Swift,instrumentalness,0.0016
I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,instrumentalness,0.0
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,instrumentalness,1.67e-05
Love Story (Taylor’s Version),Taylor Swift,instrumentalness,
Love Story (Taylor’s Version),Taylor Swift,instrumentalness,3.97e-06
All Of The Girls You Loved Before,Taylor Swift,instrumentalness,6.92e-05
invisible string,Taylor Swift,instrumentalness,7.73e-05
this is me trying,Taylor Swift,instrumentalness,4.74e-05
Gorgeous,Taylor Swift,instrumentalness,9.48e-06
Out Of The Woods (Taylor's Version),Taylor Swift,instrumentalness,9.37e-05
Fearless (Taylor’s Version),Taylor Swift,instrumentalness,0.0
End Game,Taylor Swift,instrumentalness,0.0
New Romantics (Taylor's Version),Taylor Swift,instrumentalness,9.81e-06
Hits Different,Taylor Swift,instrumentalness,4.73e-06
Afterglow,Taylor Swift,instrumentalness,0.0
Dress,Taylor Swift,instrumentalness,0.0
Daylight,Taylor Swift,instrumentalness,0.000173
Mine (Taylor's Version),Taylor Swift,instrumentalness,1.38e-06
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,instrumentalness,0.0
tolerate it,Taylor Swift,instrumentalness,2.67e-05
Call It What You Want,Taylor Swift,instrumentalness,0.000221
Back To December (Taylor's Version),Taylor Swift,instrumentalness,0.0
Vigilante Shit,Taylor Swift,instrumentalness,5.25e-05
Picture To Burn,Taylor Swift,instrumentalness,0.0
I Knew You Were Trouble.,Taylor Swift,instrumentalness,2.25e-06
Shake It Off (Taylor's Version),Taylor Swift,instrumentalness,1.27e-05
Maroon,Taylor Swift,instrumentalness,1.03e-06
False God,Taylor Swift,instrumentalness,0.000147
Wildest Dreams (Taylor's Version),Taylor Swift,instrumentalness,0.0001
Death By A Thousand Cuts,Taylor Swift,instrumentalness,0.0
Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,instrumentalness,3.5e-06
22 (Taylor's Version),Taylor Swift,instrumentalness,1.02e-05
Welcome To New York (Taylor's Version),Taylor Swift,instrumentalness,2.24e-05
Wildest Dreams,Taylor Swift,instrumentalness,0.00593
Cornelia Street,Taylor Swift,instrumentalness,0.000189
Long Live (Taylor's Version),Taylor Swift,instrumentalness,0.0
Long Live (Taylor's Version),Taylor Swift,instrumentalness,0.0
I Think He Knows,Taylor Swift,instrumentalness,0.000353
I Think He Knows,Taylor Swift,instrumentalness,0.000353
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,instrumentalness,1.86e-06
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,instrumentalness,1.86e-06
I Knew You Were Trouble (Taylor's Version),Taylor Swift,instrumentalness,0.0
I Knew You Were Trouble (Taylor's Version),Taylor Swift,instrumentalness,0.0
mirrorball,Taylor Swift,instrumentalness,2.33e-06
mirrorball,Taylor Swift,instrumentalness,2.33e-06
I Forgot That You Existed,Taylor Swift,instrumentalness,2.03e-06
I Forgot That You Existed,Taylor Swift,instrumentalness,2.03e-06
Red (Taylor's Version),Taylor Swift,instrumentalness,1.62e-06
Red (Taylor's Version),Taylor Swift,instrumentalness,1.62e-06
King Of My Heart,Taylor Swift,instrumentalness,2.21e-06
King Of My Heart,Taylor Swift,instrumentalness,2.21e-06
Dancing With Our Hands Tied,Taylor Swift,instrumentalness,1.1e-05
Dancing With Our Hands Tied,Taylor Swift,instrumentalness,1.1e-05
The Way I Loved You (Taylor’s Version),Taylor Swift,instrumentalness,0.0
The Way I Loved You (Taylor’s Version),Taylor Swift,instrumentalness,0.0
Clean (Taylor's Version),Taylor Swift,instrumentalness,2.01e-05
Clean (Taylor's Version),Taylor Swift,instrumentalness,2.01e-05
London Boy,Taylor Swift,instrumentalness,0.000104
London Boy,Taylor Swift,instrumentalness,0.000104
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,instrumentalness,0.0
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,instrumentalness,0.0
You Belong With Me,Taylor Swift,instrumentalness,1.35e-05
You Belong With Me,Taylor Swift,instrumentalness,1.35e-05
betty,Taylor Swift,instrumentalness,0.0
betty,Taylor Swift,instrumentalness,0.0
Sparks Fly (Taylor’s Version),Taylor Swift,instrumentalness,0.0
Sparks Fly (Taylor’s Version),Taylor Swift,instrumentalness,0.0
Better Than Revenge (Taylor's Version),Taylor Swift,instrumentalness,0.0
Better Than Revenge (Taylor's Version),Taylor Swift,instrumentalness,0.0
the last great american dynasty,Taylor Swift,instrumentalness,0.0023
the last great american dynasty,Taylor Swift,instrumentalness,0.0023
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,instrumentalness,0.0
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,instrumentalness,0.0
Love Story,Taylor Swift,instrumentalness,0.0
Love Story,Taylor Swift,instrumentalness,0.0
This Is Why We Can't Have Nice Things,Taylor Swift,instrumentalness,0.0
This Is Why We Can't Have Nice Things,Taylor Swift,instrumentalness,0.0
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,instrumentalness,0.0
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,instrumentalness,0.0
Mastermind,Taylor Swift,instrumentalness,0.00129
Mastermind,Taylor Swift,instrumentalness,0.00129
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,instrumentalness,0.0
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,instrumentalness,0.0
I Wish You Would (Taylor's Version),Taylor Swift,instrumentalness,1.04e-05
I Wish You Would (Taylor's Version),Taylor Swift,instrumentalness,1.04e-05
New Year’s Day,Taylor Swift,instrumentalness,0.0
New Year’s Day,Taylor Swift,instrumentalness,0.0
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,instrumentalness,0.0
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,instrumentalness,0.0
Mean (Taylor's Version),Taylor Swift,instrumentalness,0.0
Mean (Taylor's Version),Taylor Swift,instrumentalness,0.0
Tim McGraw,Taylor Swift,instrumentalness,0.0
Tim McGraw,Taylor Swift,instrumentalness,0.0
Enchanted,Taylor Swift,instrumentalness,0.000424
Enchanted,Taylor Swift,instrumentalness,0.000424
Pantropiko,Bini,liveness,
"Salamin, Salamin",Bini,liveness,0.247
Karera,Bini,liveness,
Lagi,Bini,liveness,
Na Na Na,Bini,liveness,0.0636
Huwag Muna Tayong Umuwi,Bini,liveness,
Na Na Nandito Lang,Bini,liveness,0.119
I Feel Good,Bini,liveness,
Ang Huling Cha Cha,Bini,liveness,0.0887
Diyan Ka Lang,Bini,liveness,0.0794
Golden Arrow,Bini,liveness,0.183
Pantropiko,Bini,liveness,0.259
Born To Win,Bini,liveness,
Strings,Bini,liveness,0.0735
Kinikilig,Bini,liveness,0.171
Pit a Pat,Bini,liveness,0.143
Karera,Bini,liveness,0.403
Da Coconut Nut,Bini,liveness,0.357
No Fear,Bini,liveness,0.683
Kabataang Pinoy,Bini,liveness,0.0752
8,Bini,liveness,0.15
Here With You,Bini,liveness,
Love Yourself,Bini,liveness,0.0549
Gandang Vitakeratin,Bini,liveness,0.112
Lagi - Acoustic,Bini,liveness,0.266
Made for All,Bini,liveness,0.0941
"Bata, Kaya Mo!",Bini,liveness,0.289
Super Crush,Bini,liveness,0.281
Kapit Lang,Bini,liveness,
Strings - Dance Version,Bini,liveness,0.0896
B HU U R,Bini,liveness,0.112
"Read All About It, Pt. III",Bini,liveness,0.122
Hunger - Live,Bini,liveness,0.608
Come Up Here - Live,Bini,liveness,0.285
Lagi,Bini,liveness,
I Feel Good,Bini,liveness,0.0604
Here Comes the Glory - Live,Bini,liveness,0.0915
I See Jesus - Live,Bini,liveness,0.0838
Born To Win - Bahasa Version,Bini,liveness,0.062
Born To Win - Japanese Version,Bini,liveness,0.0904
Living Proof - Live,Bini,liveness,
Born To Win - Spanish Version,Bini,liveness,0.0841
Up!,Bini,liveness,0.0686
Born To Win - Thai Version,Bini,liveness,0.0711
Born To Win,Bini,liveness,0.0545
Kapit Lang,Bini,liveness,0.35
The Revelation of Jesus - Live,Bini,liveness,0.408
"Read All About It, Pt. III - Extended",Bini,liveness,0.106
All Things - Live,Bini,liveness,0.154
Born to Win - Acapella,Bini,liveness,0.304
Born to Win,Bini,liveness,0.0545
Doxology (Hallelujah) - Live,Bini,liveness,0.656
Peace Of Mind,Bini,liveness,0.09
Kaze Wo Atsumete,Bini,liveness,0.111
I Was In The Spirit On The Lord's Day - Live,Bini,liveness,0.145
Born to Win - EDM Version,Bini,liveness,0.41
The Letters - Live,Bini,liveness,0.676
Patmos - Live,Bini,liveness,0.117
I Can't Stay Here - Live,Bini,liveness,0.0991
Born To Win - String Quartet Version,Bini,liveness,0.152
Born To Win - Latin Version,Bini,liveness,0.0735
Born To Win - Instrumental,Bini,liveness,0.0685
Huwag Muna Tayong Umuwi,Bini,liveness,0.101
The Mighty Chorus - Live,Bini,liveness,0.909
My Soul Follows - Live,Bini,liveness,0.674
Waterfall - Live,Bini,liveness,0.299
Bringing Back the Ark - Live,Bini,liveness,0.875
Living Proof - Live,Bini,liveness,0.116
Rabbit Hole,Bini,liveness,0.36
One Life,Bini,liveness,0.0614
All Creation - Live,Bini,liveness,0.336
How Great / It Is Happening - Live,Bini,liveness,0.222
Faith Sees - Live,Bini,liveness,0.102
Lagi,Bini,liveness,
Here With You,Bini,liveness,0.0982
I See Jesus,Bini,liveness,0.0859
Feel Like Dancing,Bini,liveness,0.342
Song of My Heart - Live,Bini,liveness,0.329
All Because You're Here - Live,Bini,liveness,0.119
I Delight - Live,Bini,liveness,0.114
Be Still and Know - Live,Bini,liveness,0.294
Joy Never-Ending - Live,Bini,liveness,0.476
Nevroze ari,Bini,liveness,0.0571
Theme From The House Of Glass,Bini,liveness,0.0692
Yes (Obedience) - Live,Bini,liveness,0.749
Groove is in the Heart - Dee-Booty Mix,Bini,liveness,0.949
Tell of Your Glory - Live,Bini,liveness,0.623
Gate of Heaven - Live,Bini,liveness,0.0742
Be Still and Know - Reprise,Bini,liveness,0.216
Unshakable Love,Bini,liveness,0.0976
The Mighty Chorus,Bini,liveness,0.293
Ain't Nothing Going On,Bini,liveness,0.0395
Family Affair,Bini,liveness,0.0595
Calma,Bini,liveness,0.113
Lagi,Bini,liveness,0.248
Blessed Be the Name - Live,Bini,liveness,0.62
Pushin P - Instrumental,Bini,liveness,0.221
7 Dite,Bini,liveness,0.396
Hide Away,Bini,liveness,0.0624
Receive,Bini,liveness,0.253
Sitya Loss,Eddy Kenzo,liveness,0.196
Tweyagale,Eddy Kenzo,liveness,0.0915
Mbilo Mbilo,Eddy Kenzo,liveness,0.108
Mariaroza,Eddy Kenzo,liveness,0.424
Weekend,Eddy Kenzo,liveness,0.163
Balippila Boda,Eddy Kenzo,liveness,0.0618
Semyekozo,Eddy Kenzo,liveness,0.124
Jambole,Eddy Kenzo,liveness,0.321
Selebu,Eddy Kenzo,liveness,0.205
Muleleetu,Eddy Kenzo,liveness,0.136
Zigido,Eddy Kenzo,liveness,0.0502
Blessed,Eddy Kenzo,liveness,0.0678
Sango,Eddy Kenzo,liveness,0.0752
Mariarosa,Eddy Kenzo,liveness,0.108
Byansi,Eddy Kenzo,liveness,0.107
Stamina [Rmx],Eddy Kenzo,liveness,0.0971
Nsimbudde,Eddy Kenzo,liveness,0.0631
Kadondo Style,Eddy Kenzo,liveness,0.158
Enjoyment,Eddy Kenzo,liveness,0.108
Signal,Eddy Kenzo,liveness,0.289
Soraye,Eddy Kenzo,liveness,0.18
Nkulungula,Eddy Kenzo,liveness,0.361
Nice and Lovely,Eddy Kenzo,liveness,0.24
Come Over,Eddy Kenzo,liveness,0.163
Mbilo Mbilo (Remix) [feat. Niniola],Eddy Kenzo,liveness,0.188
Omutto,Eddy Kenzo,liveness,0.0619
So Good,Eddy Kenzo,liveness,0.0954
Missounwa (Remix),Eddy Kenzo,liveness,0.145
Nze Mutuufu,Eddy Kenzo,liveness,0.599
Pull Up,Eddy Kenzo,liveness,0.0443
Style Zo (Kadondo),Eddy Kenzo,liveness,0.207
Practical,Eddy Kenzo,liveness,0.116
Melo,Eddy Kenzo,liveness,0.0943
Moni (Remix),Eddy Kenzo,liveness,0.0494
Bibaawo,Eddy Kenzo,liveness,0.148
Viva Africa,Eddy Kenzo,liveness,0.0667
She Be Like(Ekotide),Eddy Kenzo,liveness,0.292
Sitya Loss (Remix) [feat. Toofan],Eddy Kenzo,liveness,0.151
Let's Go (Palalawe),Eddy Kenzo,liveness,0.0616
Leega,Eddy Kenzo,liveness,0.103
Balaumba (Remix) [feat. Bebi Phillip],Eddy Kenzo,liveness,0.251
Kikili Dance,Eddy Kenzo,liveness,0.0671
Ya Solo (feat. Heavy K),Eddy Kenzo,liveness,0.248
Komole,Eddy Kenzo,liveness,0.103
Yele,Eddy Kenzo,liveness,0.126
Abakyakala - Remix,Eddy Kenzo,liveness,0.222
Freestyle,Eddy Kenzo,liveness,0.0562
Konkon,Eddy Kenzo,liveness,0.097
Shauri Yako,Eddy Kenzo,liveness,0.094
Jambole (Remix) [feat. Kcee],Eddy Kenzo,liveness,0.163
obsessed,Olivia Rodrigo,liveness,
vampire,Olivia Rodrigo,liveness,
so american,Olivia Rodrigo,liveness,
bad idea right?,Olivia Rodrigo,liveness,
favorite crime,Olivia Rodrigo,liveness,
deja vu,Olivia Rodrigo,liveness,
traitor,Olivia Rodrigo,liveness,
good 4 u,Olivia Rodrigo,liveness,
get him back!,Olivia Rodrigo,liveness,
stranger,Olivia Rodrigo,liveness,
drivers license,Olivia Rodrigo,liveness,
all-american bitch,Olivia Rodrigo,liveness,
"jealousy, jealousy",Olivia Rodrigo,liveness,
lacy,Olivia Rodrigo,liveness,
love is embarrassing,Olivia Rodrigo,liveness,
brutal,Olivia Rodrigo,liveness,
happier,Olivia Rodrigo,liveness,
scared of my guitar,Olivia Rodrigo,liveness,
the grudge,Olivia Rodrigo,liveness,
"1 step forward, 3 steps back",Olivia Rodrigo,liveness,
girl i’ve always been,Olivia Rodrigo,liveness,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,liveness,
making the bed,Olivia Rodrigo,liveness,
enough for you,Olivia Rodrigo,liveness,
ballad of a homeschooled girl,Olivia Rodrigo,liveness,
logical,Olivia Rodrigo,liveness,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,liveness,0.12
pretty isn’t pretty,Olivia Rodrigo,liveness,
teenage dream,Olivia Rodrigo,liveness,
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,liveness,0.0912
hope ur ok,Olivia Rodrigo,liveness,
all-american bitch,Olivia Rodrigo,liveness,
bad idea right?,Olivia Rodrigo,liveness,
get him back!,Olivia Rodrigo,liveness,
love is embarrassing,Olivia Rodrigo,liveness,
ballad of a homeschooled girl,Olivia Rodrigo,liveness,
vampire,Olivia Rodrigo,liveness,
lacy,Olivia Rodrigo,liveness,
making the bed,Olivia Rodrigo,liveness,
the grudge,Olivia Rodrigo,liveness,
logical,Olivia Rodrigo,liveness,
pretty isn’t pretty,Olivia Rodrigo,liveness,
teenage dream,Olivia Rodrigo,liveness,
All I Want,Olivia Rodrigo,liveness,0.0912
vampire,Olivia Rodrigo,liveness,
obsessed,Olivia Rodrigo,liveness,0.327
drivers license,Olivia Rodrigo,liveness,0.106
so american,Olivia Rodrigo,liveness,0.69
good 4 u,Olivia Rodrigo,liveness,0.0848
deja vu,Olivia Rodrigo,liveness,0.39
get him back!,Olivia Rodrigo,liveness,
stranger,Olivia Rodrigo,liveness,0.0916
"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,liveness,0.0932
bad idea right?,Olivia Rodrigo,liveness,
"The Rose Song - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,liveness,0.107
scared of my guitar,Olivia Rodrigo,liveness,0.115
"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,liveness,0.109
Start of Something New - Nini Version,Olivia Rodrigo,liveness,
girl i’ve always been,Olivia Rodrigo,liveness,0.384
brutal,Olivia Rodrigo,liveness,0.28
"Just for a Moment - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,liveness,0.148
all-american bitch,Olivia Rodrigo,liveness,
All I Want - Love That Lasts Mix,Olivia Rodrigo,liveness,0.154
the grudge,Olivia Rodrigo,liveness,
happier,Olivia Rodrigo,liveness,0.0839
"1 step forward, 3 steps back",Olivia Rodrigo,liveness,0.126
"I Think I Kinda, You Know - Duet",Olivia Rodrigo,liveness,0.0961
Wondering,Olivia Rodrigo,liveness,0.0915
Out of the Old,Olivia Rodrigo,liveness,0.133
"The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,liveness,0.11
pretty isn’t pretty,Olivia Rodrigo,liveness,
love is embarrassing,Olivia Rodrigo,liveness,
The Rose Song,Olivia Rodrigo,liveness,0.107
traitor,Olivia Rodrigo,liveness,0.12
lacy,Olivia Rodrigo,liveness,
making the bed,Olivia Rodrigo,liveness,
ballad of a homeschooled girl,Olivia Rodrigo,liveness,
"jealousy, jealousy",Olivia Rodrigo,liveness,0.0614
logical,Olivia Rodrigo,liveness,
teenage dream,Olivia Rodrigo,liveness,
favorite crime,Olivia Rodrigo,liveness,0.147
Just for a Moment,Olivia Rodrigo,liveness,0.149
enough for you,Olivia Rodrigo,liveness,0.219
all-american bitch,Olivia Rodrigo,liveness,0.172
hope ur ok,Olivia Rodrigo,liveness,0.103
bad idea right?,Olivia Rodrigo,liveness,0.0565
"Granted - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,liveness,0.295
get him back!,Olivia Rodrigo,liveness,0.577
love is embarrassing,Olivia Rodrigo,liveness,0.149
ballad of a homeschooled girl,Olivia Rodrigo,liveness,0.357
"Out of the Old - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,liveness,0.133
vampire,Olivia Rodrigo,liveness,0.243
lacy,Olivia Rodrigo,liveness,0.108
making the bed,Olivia Rodrigo,liveness,0.124
the grudge,Olivia Rodrigo,liveness,0.0737
Start of Something New - Nini Version,Olivia Rodrigo,liveness,0.106
